993859:{date_stamp=-4327, umbrella=2425, payload=........, name=4rvcje2117o2akqhsosouz401lnbljlf9id8dcyg, time=81169001, id=0l0erz78oa6qanncnrp7gaj3xlicd0kt, value=96482}
999579:{date_stamp=-9202, umbrella=2604, payload=........, name=c71yfzgk6pez665xbgj7tgsdzpgoysjdjj92jizd, time=16437215, id=nk9ixm2ci3lp7q05bixgx5sqg214mrrh, value=46760}
999580:{date_stamp=1221, umbrella=8157, payload=........, name=z1ut5qcviaowpb8j3t3cmsh6vbnyby60h2nc0x5o, time=7886783, id=49rbyur5ow5dr3eykrrdva03521bfb47, value=98849}
999581:{date_stamp=-7944, umbrella=9686, payload=........, name=922ynk42qfks5mgdn03k0pau0gm3hjlay9tystb6, time=64964020, id=hdk09rclcgxr4f9ia4ebqduh12yis8mn, value=97332}
999582:{date_stamp=3292, umbrella=3331, payload=........, name=v50qh2iqcilrlik8i03z5tjyjegphojh5ropjw48, time=27308459, id=cl0wjh9oi6qwtgbhr7zrxy8ngi1gd18p, value=72173}
999583:{date_stamp=6602, umbrella=2003, payload=........, name=0xeyzd21ehrglejzpu0f3w9jlt9lj41byn8c8hbk, time=54224825, id=tm6y0j84u9tq14rhjqi38lv0usiextkt, value=28050}
999584:{date_stamp=-22512, umbrella=8378, payload=........, name=d6ku407ktw1zt97cx079spnfscqulljk31ug1d73, time=49253884, id=cxdel2oklt5pjjti7a39vcna0l0tau4j, value=29446}
999585:{date_stamp=-6514, umbrella=6825, payload=........, name=o9x4dwnd0vm4ylgo5yqjd2g337u7u9k3fpv4v46g, time=61737576, id=oa4oqr8qxxd5kuyuqgkmrcpjal9ftfds, value=11211}
999586:{date_stamp=10828, umbrella=8305, payload=........, name=y4rfck3l1li9sk3stizxhg7h8obsu853ekpczpx2, time=73175416, id=lptf32gtma4jybx39zbas3o8lubpss7m, value=88603}
999587:{date_stamp=9155, umbrella=6134, payload=........, name=ou82a0clt48f7pa0hsls8n6jqff89lwopzjfzk3j, time=61848207, id=p9iuygkfl1lna7f74p7iolg86hhyxvs1, value=51944}
999588:{date_stamp=-22569, umbrella=1603, payload=........, name=hbjr4wcjs68duej2x8jsrxonhnnrre0ky1925uql, time=188244, id=w8lcdumybgpv4he5j49wb9357v931xcb, value=21421}
999589:{date_stamp=-7796, umbrella=4846, payload=........, name=e0jjxhdhn7r986aotx94iwthulbleydypb2scmbu, time=86286067, id=emwi8umwtrpkwc21lgrppoq3a0vqmoqf, value=14875}
999590:{date_stamp=15865, umbrella=2936, payload=........, name=0d6xar3fl19qjpcez1d0qnipznxls8zcfje6vk6k, time=56303281, id=nnymx030k0zwetygbcli3fvx5bz702fu, value=66424}
999591:{date_stamp=3678, umbrella=1382, payload=........, name=a43p9qo708xwkiz532vb2n0zrff2u32nxmbz2er0, time=83303041, id=75aeo42j5t0qo5vo0dej8wlfpi4b2by9, value=12757}
999592:{date_stamp=4208, umbrella=3714, payload=........, name=1rl34j3js7ef2k9cb2z5bfzpsjh8xs22ml9qcfpo, time=37255017, id=xg1hrltto0trq824g684qv685fflcqf3, value=50668}
999593:{date_stamp=13453, umbrella=6103, payload=........, name=8auwcd141h4byx87cyjjgmhqgdbsagv89shlop47, time=52189938, id=o8u7u0w20bdps41mxzdk7vhaox7sg290, value=90038}
999594:{date_stamp=-13432, umbrella=4043, payload=........, name=ctm40a6wvec7s7rjw1ez04f4mqtj2n83k2oi85bq, time=2719475, id=1rf51vqzkf9aar2y8tk2o1767vmd4kiq, value=70761}
999595:{date_stamp=3367, umbrella=2670, payload=........, name=oteietcgj71l5r6hz6nzxkcwuw6el6yt8ev4hgq9, time=21816128, id=wf2pigcu9broby2aznu97n1uopph6hy9, value=82659}
999596:{date_stamp=-16059, umbrella=5811, payload=........, name=pcbo4s16kxqu9r3jorhek2cqib5l0yj11ssof4yu, time=37639037, id=5vcy1r9mqckqocbovsxjg3txf3398eic, value=79824}
999597:{date_stamp=-4668, umbrella=1839, payload=........, name=i0mq5jvlq8m5gesso42hlb1qpj7u6g2dkp20bkf6, time=47031717, id=dh9gzi5usok76qwt42ccxdih0nxd36uy, value=19077}
999598:{date_stamp=-3515, umbrella=9794, payload=........, name=e5554yvaamfgnzzlry56ef0309mot192pr3a3ws9, time=61734648, id=vc2d29rtt2xytv8v0yesskis54y1jrdn, value=53200}
999599:{date_stamp=16657, umbrella=7499, payload=........, name=x6gysq6uvn0ig70qo83c02v3fli9qa89rwta9t05, time=69251563, id=0obj3t7riln7r2er5xhcu1uskgojixvc, value=70638}
999600:{date_stamp=-5613, umbrella=3302, payload=........, name=mb7h5dgu4nzhyy5sw0c78pyflj3fqfw46a3w4b9m, time=61232995, id=hhvm8p21zqjblpf6nq695p2f651zhqtz, value=37558}
999601:{date_stamp=-23236, umbrella=5552, payload=........, name=gxw05wdhremlox5305zknc75n8izutehou9d0tvm, time=74413416, id=41ipp5k5jt7ha2n4f13mc62vdx40id42, value=96664}
999602:{date_stamp=-8495, umbrella=811, payload=........, name=90ikg24vjjdkarxyfsqu1myapg52drigthu71twt, time=5722058, id=n2x8i5acklf4dxwgq0q6god8gzog4xvj, value=89967}
999603:{date_stamp=17502, umbrella=3939, payload=........, name=r614bj0afwfpu5586ui30ugv2cg0qgvmwo0nmrnt, time=43692582, id=dca5pmo36soe1yd7wmu9wcve3ydxj1p5, value=73164}
999604:{date_stamp=-17595, umbrella=5315, payload=........, name=okoebtyff04ejl0z69t76sfzcd9d7cyfwypcfcpy, time=9179705, id=kbjgeu92t4uzcnygwran7qeaf4yd1zdh, value=6708}
999605:{date_stamp=2735, umbrella=1958, payload=........, name=yx4tml2pgpszq96pyg2co2fcmzpi1hu2zh5n2fst, time=55069738, id=3q19qv0o1k87jxnjt5qurey7jvxdjxmg, value=29426}
999606:{date_stamp=12557, umbrella=9819, payload=........, name=ywuc62kr9o729wesopajpmo8vurne14eirs2vram, time=74364587, id=s0cu72pvzf7uqr0wx4o68357jhd2hz2g, value=64032}
999607:{date_stamp=-18968, umbrella=7835, payload=........, name=qd7jzhmys8ppa6va5l8r6n7fl44jjlcjao3e8x30, time=65679484, id=viwyy9swq8el7ewcnltw4r7z5hcqg5g4, value=80592}
999608:{date_stamp=-14591, umbrella=1631, payload=........, name=6e5jnb4ckxz70i3vt9tdf73o6f6l4mkyid7psec7, time=54832197, id=zxt61w3wxog3cpdtl1wic0ixu8b5anzp, value=9450}
999609:{date_stamp=-103, umbrella=8022, payload=........, name=683kew2k5pgby52jhb9ays6rl1pp4ci0w6atake5, time=66597990, id=t8uhewgcv58ux51dbat8955m2kze4zqt, value=31776}
999610:{date_stamp=-11395, umbrella=3554, payload=........, name=9gg7vxjbllrjl9ydrzmoqexpqnxdy05ee43s4but, time=70353072, id=8htmtihfui1l5nvltg4lpblcmr96jbgv, value=88103}
999611:{date_stamp=16931, umbrella=9731, payload=........, name=cl6zyvmnjo5k6861xuimb6bgio5zxpsjps1r9xme, time=30085216, id=k2vgd60a80qenna3xrjsk2xxwjqqmkcm, value=48192}
999612:{date_stamp=-13432, umbrella=1617, payload=........, name=ai9ukrz3lp9dttz8cyf29cyjxyxnhzo2dlr4wzb5, time=18150922, id=p7vcx6hsi0hwy7q44e849vul2b6gsith, value=7924}
999613:{date_stamp=-3084, umbrella=4313, payload=........, name=qfwtxgq9dnusovs5qrns6v6eexj3pdmb0xeida2p, time=24057329, id=ssrxmq7kv920cr69bzc84r2jaangb44s, value=91478}
999614:{date_stamp=15186, umbrella=2974, payload=........, name=okya0c1ku4p86zvubkud1chy5gv2isembj8zgjrl, time=32682400, id=0zboe2vaomcuacel37tmr7nsbxt0etgj, value=98966}
999615:{date_stamp=-11296, umbrella=3246, payload=........, name=vahuftefewr54gv3pzwp05lyg4f7d3hl6z07tz1m, time=21834906, id=9a4judnh95dhvu0n4twlypf8pkdnqpoy, value=32021}
999616:{date_stamp=14622, umbrella=2200, payload=........, name=j297r8ahc43cz3rqz8i0sh9r0njl5irm1n39hyln, time=80691592, id=oaprupb98edjkfxjjcxwpytg35250tge, value=14605}
999617:{date_stamp=-3231, umbrella=4424, payload=........, name=8hdybxkkcj8iwwpcby6mzcw4doc0htj8xx2ncno1, time=12664848, id=w13vqizucrqjr1st1n8lh0cpu4vyz3ak, value=26762}
999618:{date_stamp=-25179, umbrella=9840, payload=........, name=fp8u8rynwp1fgf8yizejbyuwqefqrnsbrwys0wm0, time=63995940, id=uvt5y32a8ad13za5n843627p1k58aelo, value=67376}
999619:{date_stamp=-4287, umbrella=6893, payload=........, name=nc622ixxvbbbu4ed4sglzcuu9xt3ybt2u06990qk, time=41805821, id=ht6ev0mxgo7lixev74cblm7malzjmnd3, value=21109}
999620:{date_stamp=-22893, umbrella=8081, payload=........, name=c383wis1pprip3p0h6fk5kyi0fd103tf1h3iuxfl, time=76482428, id=j1ugq8a1kjv9ggdk95oaj3c5r7n4nfsh, value=8249}
999621:{date_stamp=-24476, umbrella=8675, payload=........, name=bjy8d5own3q9o7qg2qrapxpgbmotrmds6lkiy2s4, time=44704188, id=kf4fh1hame3uipnkhdhgw0na58r88yug, value=15741}
999622:{date_stamp=-6962, umbrella=8374, payload=........, name=lii8shdljoqhug9tcng46d3fgvc26zmzow808aqe, time=57632895, id=r6voxu6ystin70bs3xjomxjfofmxj6eg, value=59114}
999623:{date_stamp=-23586, umbrella=9513, payload=........, name=xpt79xvhxtyapg93050kzofsj6z0wxjyy1bxot6l, time=54025773, id=k5e6htzieb38f1nme51y6dwkissoodad, value=35797}
999624:{date_stamp=7454, umbrella=3628, payload=........, name=utf0jr5jciuucqquwiuioiz2h14tup32v24rdgkd, time=26705984, id=ssseu3wtx982bh7g7dwvzac6kpmwjp22, value=90207}
999625:{date_stamp=2989, umbrella=3507, payload=........, name=tgj8dpl01rwzdjff8rwsf7xju2gvnevn56xqtxmp, time=1599941, id=yoult23yp4s63t0uce7tjjax5yhdud4x, value=902}
999626:{date_stamp=-22944, umbrella=7179, payload=........, name=de2vjen7zh25bc7l3jmhm73fc7m7savxz4el9371, time=13874541, id=2q0fx97gf00kewms70ph0jy0r4zjxaoa, value=9471}
999627:{date_stamp=7725, umbrella=5755, payload=........, name=ua5z7h587rif425uijqzqp3yfjtouex5g3nrqcrr, time=83458894, id=5u4brl83bcqrup7tm9qj4ooftw9fxqr9, value=75297}
999628:{date_stamp=-5324, umbrella=3879, payload=........, name=8tn1zuvraw2c7la2jedn8mj686j744r182lcc46g, time=60504475, id=79jm9x06q9nl8ews7mpvkf4gmkgq4qkg, value=86532}
999629:{date_stamp=11561, umbrella=9371, payload=........, name=3zd0zivsgm8y324hfmb7gtlj50i6bxfnwgrk6yw9, time=70629642, id=hnnsgzyu2k4zdjb29keslaq7mby90n7u, value=74756}
999630:{date_stamp=-5603, umbrella=184, payload=........, name=7fi7fdgvegguu85n5kwmbpmepe55wcwmogjvd1mq, time=43245484, id=q9hg7kxib5cmap10el38g93pj8pv5a1r, value=40395}
999631:{date_stamp=-15717, umbrella=1027, payload=........, name=e0e5qozn931ce89r7noc56y444oauvk16ql5r8ej, time=77068824, id=jtkey1jbb3hg4uyvz7r3rhrjsjifjdlq, value=70582}
999632:{date_stamp=-23969, umbrella=2755, payload=........, name=fdk8gv3beqno3bczvdw9hhm6crfzxqy342xgwyiu, time=17705369, id=99e4q6uyljg90cmdi3fsa31l1tyg0lkk, value=68195}
999633:{date_stamp=-23822, umbrella=6241, payload=........, name=xbw1l51exv75z4wajft0yqrssg9gs0xiep11zg8u, time=59615585, id=5nbfg26dtpfkkvp1u9ju2phjotqw4sfp, value=30852}
999634:{date_stamp=9524, umbrella=3937, payload=........, name=v2cdm2tcpgq2l791yu5j8bktlqoip6k7yxio7op5, time=61711442, id=k9wadrbvckymcezxpx41c3hfq0ipj8vs, value=35429}
999635:{date_stamp=-7079, umbrella=1271, payload=........, name=mdg979ievd42ioz4wmrzwk8x0lvnta8vlj7fktyx, time=49738258, id=1ar6hrogh9q86udmlikmj7mry2dsqij3, value=3154}
999636:{date_stamp=-14116, umbrella=7069, payload=........, name=exxd5bv6uhzeoe1wxrmtj9fp64cweufg2hl9skem, time=43193318, id=b382olusd1d79t0ol4aendi16b09cl16, value=92869}
999637:{date_stamp=16680, umbrella=6903, payload=........, name=ufbej3g6h18fn2819aj2u0b611xahytxfg2kopan, time=74063543, id=mp8203qt1lu1bi482vrfu930mvb0u9fo, value=11701}
999638:{date_stamp=307, umbrella=1049, payload=........, name=ni74x37r6vtxzxzil3agt22y53uxgwdguee3j9q1, time=51929811, id=k85drhxx5q0fjgyp3go82tnz7sicqmc9, value=61349}
999639:{date_stamp=15400, umbrella=8838, payload=........, name=8xso24timnzgmoomt86yrmk4okexnk6l8fiezk8w, time=62274612, id=ceyr0seowcbxzxuvjt82piz3q9ygs4cd, value=75032}
999640:{date_stamp=2235, umbrella=7969, payload=........, name=t3k7lr2tsnln7mxiho9fvrqtxz3ddun04gkxlv6z, time=29503818, id=dycc7zka5jmyaobelas78iuu613yo00s, value=58470}
999641:{date_stamp=-24056, umbrella=2310, payload=........, name=2d6lswi8bx6cth6nvyagynlr0xj3c8eg18216gby, time=70531330, id=dtdev7ocauxo147i7qfr22padijuwgnq, value=30811}
999642:{date_stamp=-14640, umbrella=7798, payload=........, name=wvzupqdopzjnnji3v2bbyp9go2n25g622gpj38as, time=61346117, id=ortzjjaiy2oienmpisk1vahx8tj0n20l, value=29134}
999643:{date_stamp=-9900, umbrella=1759, payload=........, name=7n2fgo3jcjho3wv9hh582o63q72h5vrjnsqm3sdn, time=29865058, id=talp3mu4zyidzjpmh34c31oe3rtnno8w, value=56849}
999644:{date_stamp=2810, umbrella=7338, payload=........, name=ncpoo5cg5cwiotnvgv10iy1td4x74k0ez3wi1pod, time=47133885, id=5grvnrkx2ln0k86b1vzx5ylokzoh0bdr, value=55140}
999645:{date_stamp=1493, umbrella=1148, payload=........, name=bpzk119u10nlnebf86ldkm3dq0ndk83jfdrfuwzw, time=29364472, id=4sbi0r6el5yw1frkew9ctxur1xksqrrv, value=12296}
999646:{date_stamp=14020, umbrella=3102, payload=........, name=w03q9ziu2f64a8lpni15x869k7jnhr9jkmdo5hch, time=67099971, id=jc0wobf2w150lomltnz1ap90187sp52z, value=73061}
999647:{date_stamp=-17305, umbrella=510, payload=........, name=twjhmg81ra0b9evvbathp539fastmmu26m2i9488, time=78945590, id=fpvrafi90y0k0qqbqeki59p6sev895al, value=96148}
999648:{date_stamp=7551, umbrella=8144, payload=........, name=d99o0zifygkvj72uheu1vaeiqz2s4q50j0ctydvp, time=70306918, id=h2lxyltz35kvcp4jqxuicswt6y0zebda, value=80875}
999649:{date_stamp=-8410, umbrella=8044, payload=........, name=i0o7ml12luczv62rorcqbexlugrk7g8be6le94m9, time=57531108, id=lmwhnrjbj03ung90cf5jnegtpuqeckgo, value=49774}
999650:{date_stamp=-8350, umbrella=1149, payload=........, name=q027byedbp4w3srefjajh2bm4hg1uv8t8ehv9p61, time=81085343, id=r5vr5q5mbv8aearhq46ac8efl8eayeij, value=29441}
999651:{date_stamp=14169, umbrella=7283, payload=........, name=vj46633fsifcbxykfhks1tzbwyzy5oxsmiqit6kf, time=33963951, id=s0xrjme4bvfu30up0rbxiz6kjvvkus2a, value=61307}
999652:{date_stamp=-1244, umbrella=8869, payload=........, name=t9iuyns42ipyv6o2oq6ylik8intlol7w4nk0cu82, time=58865891, id=3retugdw2eg4q1vgs18amlxute2dy7wu, value=46045}
999653:{date_stamp=18063, umbrella=5818, payload=........, name=0acxbcn3m8bk2b4tfl7fx31lk3d3jntz0lx7p6d7, time=52515872, id=7n8m56m9vv54o9uyq59lb00b261rwzdh, value=27137}
999654:{date_stamp=6782, umbrella=9386, payload=........, name=4wnqo44if9qwx8o9wmuutln845d9tmpndc6wzige, time=35813554, id=sowalnp64tixbqm1rhasyrlrny8njhtv, value=22130}
999655:{date_stamp=-2162, umbrella=577, payload=........, name=wcnes1xfpvox1v70ruvdcpxeomx1kw1f2bv7kko7, time=39827102, id=zi58ar49jbrp371ido5fsf7kaj9rlzaf, value=92244}
999656:{date_stamp=17086, umbrella=2747, payload=........, name=g4b0xqb1c8ltjjmczo40u49fhgy2gwlpnhigremk, time=71225391, id=ifd07ocnas7rfsn8292zbxswpo67xdg7, value=90226}
999657:{date_stamp=-742, umbrella=3107, payload=........, name=9zqot53zy2yapp7fel19rnzt2095mawrsbku7uoy, time=3964705, id=4jzb5qcj830bbnn56qq1pshcav4xe8pt, value=27341}
999658:{date_stamp=-20989, umbrella=6300, payload=........, name=36bnwk8qrlmtwz08puiva50b1xnddbpf7goyd4cg, time=3372123, id=f7sa7pc23ovokzk6kpl56rgtj5b3p4f9, value=38860}
999659:{date_stamp=-7380, umbrella=7961, payload=........, name=kttb3y56j8fs972lcz8ehskb15n21szknylo9e3j, time=52644661, id=w2cc9tea7csglwau9n42jy28va73pb84, value=12956}
999660:{date_stamp=4913, umbrella=4634, payload=........, name=9fscdjdu73l8w1lapkl1ul867rie2nm3gef3sjsr, time=61891896, id=ieuymgigzpbhs7cc6itswf6ly6vmwi3q, value=43202}
999661:{date_stamp=1780, umbrella=9235, payload=........, name=lamqr4739hdcv7yzi0e5qa5eyn7qd7fiaq355le6, time=55100021, id=y8kp061gn7xukv37pk0vi03lift7fkd0, value=44014}
999662:{date_stamp=549, umbrella=9885, payload=........, name=5jssucsk4ouzpg1nybz5cyrezesfgd441me5x13a, time=28708149, id=v1zi2frz0utimmoe16uj8fmgx4yuh6bu, value=70258}
999663:{date_stamp=-20313, umbrella=2485, payload=........, name=or5v741fdaolyx1xbxyeggjudiad4cubz5v5eqn5, time=45152434, id=lah0q5gqjx3ubm4sczwopgl783dsglnr, value=32175}
999664:{date_stamp=-7378, umbrella=2907, payload=........, name=kordmttactq08gxa368is2ls2uhvqo5rg7d10yw4, time=22459, id=dp9aox8i0sy3209vvyhtgc4v9w513x5m, value=54651}
999665:{date_stamp=1597, umbrella=5203, payload=........, name=181b1dt2u6l803vxvlm6ydtjbmwm2nr7meksxjzk, time=28483023, id=as8w01ni33t3iihd7jenu4d08a5hia0v, value=30012}
999666:{date_stamp=-1432, umbrella=5365, payload=........, name=whkzbxm5m1tb01b5lbnnl1bh3pswgegulx6rv76m, time=80144274, id=9hgo1kukyj3mt160bzvgkis7uzmedha3, value=72528}
999667:{date_stamp=584, umbrella=1239, payload=........, name=lueg94y17scam0h0ee83bdwtyolqssev10ifxrnf, time=19282686, id=ikj3petny47kwb8kkfdg5q4z23g7lm0e, value=21650}
999668:{date_stamp=-24846, umbrella=5332, payload=........, name=g9fdurhqipq8x69q9cy1d1tsawfh2j8cbo45ru1a, time=39090857, id=vqae8v3zrr8yj18lj20bh15muzdbgqhv, value=58840}
999669:{date_stamp=-7462, umbrella=2659, payload=........, name=9nfb7og7tyg995uqoapfdtejb71bmx3rexgajcqj, time=44954195, id=e1cs8xqcfje3f6trvnt642c7lv2lt088, value=9154}
999670:{date_stamp=13490, umbrella=4364, payload=........, name=qpxnpopa2s8jjsd2rxjf6umseqanuttdp4f4h2qn, time=82889401, id=1h2stp08lt0jyobrn46b9j0mar54dwtq, value=42233}
999671:{date_stamp=-9530, umbrella=304, payload=........, name=dizpget9djxpopzwwbb0ho0z4gdeths3v0qwshkc, time=27171759, id=6uhzajt8wn9al856cb000ic5m6fkx65n, value=89299}
999672:{date_stamp=17925, umbrella=7543, payload=........, name=wlxsky1c5mw9luniv2j57pyemfyn3aecjm2xdj6r, time=56906657, id=v431hzbz05irawp2wh71i3oul246l4gy, value=53402}
999673:{date_stamp=-10996, umbrella=3020, payload=........, name=t2hiejku3no792kasy9mebbq0d8iqogye46be1uo, time=42212115, id=l28te2t4iodysk2in0xqxh7s3fiav2z8, value=81217}
999674:{date_stamp=2752, umbrella=5162, payload=........, name=8qh69ftzchbqz9r993wnaa75fp9e9stc5llc7soi, time=46861279, id=frw13rv3ze2yzrerhia0rwzh5dim2izm, value=44321}
999675:{date_stamp=2100, umbrella=2383, payload=........, name=mu2zkr5c3ywkvu0hupqns69h38wswk4i7jkyl5of, time=26100853, id=xr8ge8m79wji80okt7oruh4izjcauxcn, value=98309}
999676:{date_stamp=-17918, umbrella=5726, payload=........, name=rmgjs3ftbbtq6gvyb698ehzllubekkzdbrrddm96, time=61842717, id=or6sxrf0bweei46yf2iotzqg9n265s7o, value=27036}
999677:{date_stamp=-6183, umbrella=9741, payload=........, name=hs1k4rjo353zivw633a7e0nkesjsd9pq30o7xzwx, time=65623973, id=n80a8xwe2f5n5ma219kdhel18ch7hqwc, value=4146}
999678:{date_stamp=-633, umbrella=1545, payload=........, name=38m1tfver91ulmk9w4nasmkvr24h6p4bguzn11fo, time=16716432, id=y4ndt3spmej6eutct463ep72x3h80lfh, value=89290}
999679:{date_stamp=-7908, umbrella=7134, payload=........, name=f0bnr9lyw81yd4xke56qqdzl72vhkynwkbj1vh6h, time=42505369, id=cls2nebseaa04qv8cq5r8prxw4kdifwk, value=18662}
999680:{date_stamp=11184, umbrella=9968, payload=........, name=hz8fq3x8ddswyptryl4yeqr2jceqyiknadmyln21, time=54116647, id=8ajtn1lcymqktq7gw45wejyxe8awrud9, value=63823}
999681:{date_stamp=-13780, umbrella=6006, payload=........, name=d4niv0xddhmzfwdh4grj90k0buqwwda8pnf3nbwn, time=64004949, id=15ak9x67exk2zhxec7k6ff534ltw59es, value=13291}
999682:{date_stamp=2550, umbrella=8572, payload=........, name=crmd301oeyzgotj3p9cuexveboxtxzlr40g08alv, time=13911825, id=xf0ab7vqf3v4s2v5qbtxe9f1o9w1yghr, value=70822}
999683:{date_stamp=-5375, umbrella=9131, payload=........, name=kyq8puvdm6qy610hei3pij4hu9q8jqk3jccp8oi0, time=4375018, id=lny0d9zd2l4cq7cjqngr058hulb9eeh5, value=19525}
999684:{date_stamp=-21272, umbrella=6467, payload=........, name=4wwz7pplkb0bzyki2rdd1nfdfhgwppnw1eduuk95, time=2139653, id=e8jkzgoi042dkazjg27x8fhhv7jnwut3, value=17463}
999685:{date_stamp=15763, umbrella=2068, payload=........, name=1dubj288g9sc6l4k151nm6o868gusrf82t4bfwce, time=31495844, id=wtade9dsr9omafs17e45se3qgf3qlq28, value=52395}
999686:{date_stamp=12416, umbrella=9475, payload=........, name=frsiieezhxxvqxfwotw2jr8ypb91uj2lcovw4o3t, time=28564141, id=h7xo9mb7vlwzelsjz61tcdpopdpnr4kn, value=17595}
999687:{date_stamp=-17456, umbrella=6789, payload=........, name=rq1i34ceqmz5d3hfuqhfjmm4xc76eoh2f3x4utt9, time=37203993, id=nw2pq8kdwuu8cua5e5yghzxrh9yuf0tc, value=78778}
999688:{date_stamp=-8583, umbrella=2804, payload=........, name=b5ty911x1ihus1hk04c20kny3kmml9t51hr2ssn9, time=21971163, id=x83fx32qgtb4yj76vcyj81w873oted3n, value=27883}
999689:{date_stamp=3260, umbrella=6419, payload=........, name=h235g170mqk17kpgm23rpr0hsg4l9btiawuyr8kj, time=22340296, id=fdnwzxkelyfylprj2hhvwzkljp6c0p5j, value=50557}
999690:{date_stamp=7418, umbrella=2188, payload=........, name=hopy4ucknf5qwesz3ee1w30zw795r9drg11tf96z, time=83892151, id=pq1k8wy3hguve2m10k1truau7oaqxy9q, value=45522}
999691:{date_stamp=-18114, umbrella=5245, payload=........, name=sewontqdxuetntcoprvjo277cug7uzs4nq3ijvgs, time=20923142, id=2i4izqvr7cothpdl6gqs9kc92t6du0np, value=77285}
999692:{date_stamp=-20777, umbrella=7416, payload=........, name=iaab9r4fygwguuar59ga70lxo5wj8gtqlk2pgbs9, time=12468105, id=lujyaysbe0jn0gpqmqodmnmp3qk8wg73, value=45724}
999693:{date_stamp=-7475, umbrella=7888, payload=........, name=15e3pqyjzyoax1ab3sbyvsmsec1nkt8wwa29kzy2, time=74077739, id=37739cp141npc1yaoiswxu95dcmwa4ui, value=49052}
999694:{date_stamp=15226, umbrella=1471, payload=........, name=91311yqmqlgurc5wpd4tqp1kf6xb63zyr4iagazx, time=66160933, id=db1u4b33kx8p0cq9mwggrsl67x406axs, value=61033}
999695:{date_stamp=-24431, umbrella=3345, payload=........, name=76ql30absslyw2pju5qikujonmhsbn2oi41e6xcg, time=44327981, id=q8wkmptx14maporxvlggf2g86xyuxkmi, value=35922}
999696:{date_stamp=12958, umbrella=8904, payload=........, name=5tmtm3q87q5ppcolh8z82ztdu7g58rdonp0fm1s4, time=70538280, id=tx1gntz3ml4qxos0tk76k5n7zgylxl0y, value=91022}
999697:{date_stamp=5054, umbrella=2443, payload=........, name=ugsgzlcp4bgq3zgkgs09c1uuut0uzxl920jz54qy, time=1810990, id=m8qcidlxbwobrdbxmfe5b8xx1xugj4gs, value=11116}
999698:{date_stamp=9269, umbrella=7961, payload=........, name=u2e1apccncsujkppoaiiyntcnbmynkz8yno2ycvw, time=84083191, id=s3am2wb8tbck6ghxqfndeeq2opjr9iq2, value=37947}
999699:{date_stamp=-21918, umbrella=9246, payload=........, name=t9lkcvex40z7nm6gnskofni8zazmjguqemqzuu5b, time=49807563, id=bttagm1nuxkhqez2jhz3my3wt3jb9je2, value=39775}
999700:{date_stamp=-22084, umbrella=6936, payload=........, name=hama5d25fcla2eojjl4sbnwbzstt5r0r4kko384b, time=19134613, id=8qa4xwbupwprn4aklg3txz2gm8oxnxew, value=10321}
999701:{date_stamp=14724, umbrella=5998, payload=........, name=ogd2frispuvf6n6na0n9ozb15mtgps5fgkfpudi0, time=28190580, id=tgwiseh1l4m1psufafcrk16030wrp6st, value=42961}
999702:{date_stamp=-7011, umbrella=5958, payload=........, name=f3litg8510qdf2g98qql7s6by5zoi8ct5vontoko, time=69390667, id=gamx29tn7bcxes96j4cmejlenan9isbf, value=11469}
999703:{date_stamp=2925, umbrella=4528, payload=........, name=lmcbk6291mtl4vsawoztlyqv0sb84w8jiswkqq6g, time=31971871, id=1109nyeleyxgrd4qabj59wop5dvuzbhp, value=94146}
999704:{date_stamp=8718, umbrella=9398, payload=........, name=opjnf5qc3x3r65j7isi4kfvmaouuifb8bjlfqwna, time=903337, id=64ez010hixxcphnyzkrtopqhfh0ap0vw, value=48469}
999705:{date_stamp=-19057, umbrella=9780, payload=........, name=uge0a7rvpyx2x3184ny6up7ojjngr7ybskaamdr9, time=42392333, id=rumdnkz1lkf6mgwwyphdryvui5zty960, value=26188}
999706:{date_stamp=-14081, umbrella=8931, payload=........, name=m8r6e0uvpbrl7jw4bnty60ojx7n6iv1k4bypyn9o, time=54426398, id=8z8c5jlunbde2v9gi6km3onq5stuptlw, value=37648}
999707:{date_stamp=6645, umbrella=985, payload=........, name=vqzxdx8oj1qzhktgmolek5z25j7j7bg89h2kl8jl, time=82112694, id=g9w7vdw7wm0coz8uafidcclavkkldp1m, value=43111}
999708:{date_stamp=-8742, umbrella=6812, payload=........, name=itc6r83kt84s2xpdqxdtddlju8dbizbibn4ajlzo, time=18422573, id=l943fihyqaays6w9lbuuixpspktm1wqs, value=25232}
999709:{date_stamp=-9438, umbrella=7792, payload=........, name=84l4621sfvxm6os5lj2vukx2bz6jzlexoiqphs4a, time=32286984, id=9yfod120je5d8os8kamhx2h408xoe8vk, value=43047}
999710:{date_stamp=8369, umbrella=2974, payload=........, name=zmxisg3gmdg4t46fozucvgp0x79bx1mk3ebzv8fz, time=68710227, id=xs28r57t5zh1446sr471yoaq5if871we, value=77497}
999711:{date_stamp=-15815, umbrella=1364, payload=........, name=2zfn6e599pgjwf8233y3xcjbbllitd61in33pure, time=2020376, id=kp7ie7s2pf067octeakxu9ctdmibaq3u, value=86835}
999712:{date_stamp=-11732, umbrella=5375, payload=........, name=gt5an3qlgbwy7pgxk26d30u2t3wjpjsqato8crhz, time=52750109, id=b6n4y6sqdlgaq9cgyrwaru2qo2webu9q, value=82735}
